Respondent_ID,True_Segment,Employment_Status,Industry_Sector,Org_Level,Work_Experience_Years,Org_Size,Age_Band,Gender,Prior_AI_Experience,Change_Frequency,AI_Strategy_Communicated,Training_Received,AI_Usage_Hours_Monthly,SEMDIFF_Trust,SEMDIFF_Empower,SEMDIFF_Intuitive,Rank_Training,Rank_Leadership,Rank_Evidence,Rank_JobSecurity,Rank_Peer,Scenario_Response,Barrier_Category,LEAD_1,LEAD_2,LEAD_3,MGMT_1,MGMT_2,CULT_1,CULT_2,CULT_3,PSAFE_1,PSAFE_2,CFAT_1,CFAT_2,RES_1,RES_2,RES_3,COMM_1,COMM_2,TRAIN_1,TRAIN_2,TRAIN_3,LIT_1,LIT_2,LIT_3,DLIT_1,DLIT_2,TRUST_1,TRUST_2,TRUST_3,ANX_1,ANX_2,PU_1,PU_2,PU_3,PEOU_1,PEOU_2,JSEC_1,JSEC_2,COLLAB_1,COLLAB_2,INFRA_1,INFRA_2,ENG_1,ENG_2,DCONF_1,DCONF_2,INTENT_1,INTENT_2,Leadership_Readiness_Score,Training_Quality_Score,AI_Trust_Score,Resistance_Score,Change_Fatigue_Score,Digital_Confidence_Score,Behavioural_Adoption_Intent_Score,AI_Readiness_Index,Digital_Maturity_Index,AI_Transformation_Readiness_Score,AI_Adopter_Flag,Contradictory_Response_Flag
514,Transformation Leader,Full-time employed,Banking & Financial Services,Senior Manager / Director,11 to 15 years,"1,001 to 10,000",35 to 44,Male,"Yes, frequently",Rarely (once),"Yes, but only in general terms","Yes, structured and ongoing training",24.1,3,3.0,3.0,1,4,2,5.0,3.0,Wait for formal instructions before using it,Distrust of AI accuracy,5,4,4,4.0,3.0,3,4,4,5.0,4.0,1.0,1.0,2,2,1,2,3,5,5,5,5.0,5.0,4,3.0,4.0,3,3,3,1,2,3,2,3,4,4,1.0,1.0,5.0,1.0,4.0,3.0,3,3,4,4,4,4,64.29,100.0,50.0,10.0,0.0,68.75,73.71,60.0,72.45,62.99,1,0
515,Cautious Pragmatist,Full-time employed,Government / Public Sector,Team Lead / Supervisor,2 to 5 years,50 to 200,45 to 54,Male,"Yes, only once or twice",Sometimes (2 to 3 times),"Yes, but only in general terms","Yes, structured and ongoing training",6.4,3,3.0,3.0,1,3,2,5.0,4.0,Try to figure it out myself immediately,Lack of time,3,3,3,2.0,3.0,3,3,3,3.0,2.0,3.0,2.0,2,2,3,3,2,5,2,3,3.0,3.0,3,3.0,3.0,3,3,3,4,3,3,3,4,3,4,2.0,1.0,4.0,2.0,3.0,3.0,3,3,2,2,3,3,42.86,58.33,50.0,25.0,37.5,37.5,64.54,52.5,47.01,47.63,0,0
516,Transformation Leader,Full-time employed,Banking & Financial Services,C-Suite / Executive,6 to 10 years,50 to 200,35 to 44,Male,"Yes, frequently",Rarely (once),"Yes, but only in general terms","Yes, structured and ongoing training",27.3,4,4.0,4.0,1,4,3,5.0,2.0,Try to figure it out myself immediately,No real barrier / fully ready,4,5,5,4.0,,3,4,4,5.0,5.0,2.0,2.0,2,1,1,3,4,4,5,4,5.0,5.0,4,3.0,3.0,4,4,4,1,1,5,3,4,3,4,3.0,,4.0,3.0,4.0,4.0,4,4,5,4,4,4,82.14,83.33,75.0,20.0,25.0,68.75,83.39,77.5,75.98,94.06,1,0
517,Cautious Pragmatist,Full-time employed,Retail & E-commerce,Middle Manager,6 to 10 years,"1,001 to 10,000",35 to 44,Male,"Yes, occasionally",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",2.3,4,3.0,4.0,2,1,3,5.0,4.0,Ask a colleague for help before trying it,Lack of training,3,3,3,2.0,3.0,4,4,4,3.0,3.0,3.0,3.0,2,2,2,2,3,2,3,2,2.0,2.0,3,2.0,3.0,4,4,4,2,3,3,2,4,4,4,2.0,2.0,4.0,3.0,4.0,4.0,3,3,3,3,4,4,42.86,28.83,75.0,25.0,50.0,43.75,74.05,65.0,49.54,91.84,0,0
518,Change Fatigued,Full-time employed,Other,Senior Manager / Director,2 to 5 years,"1,001 to 10,000",35 to 44,Female,"Yes, only once or twice",Constantly (more than 6 times),"No, but it is rumoured / informally discussed",No training received,6.6,2,3.0,3.0,1,5,4,2.0,3.0,Ask a colleague for help before trying it,Lack of leadership support,1,3,2,3.0,3.0,3,3,3,4.0,3.0,3.0,,4,3,4,2,2,2,2,2,3.0,2.0,3,2.0,1.0,2,3,3,3,3,3,3,3,3,2,4.0,3.0,2.0,4.0,4.0,4.0,4,4,2,2,4,3,32.14,14.88,41.67,65.0,50.0,18.75,40.1,45.0,43.86,54.42,0,0
519,AI Champion,Part-time employed,IT / Technology,Senior Manager / Director,Less than 2 years,"201 to 1,000",55 and above,Male,"Yes, frequently",Never,"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",7.4,5,,3.0,4,3,1,5.0,2.0,,No real barrier / fully ready,4,4,4,5.0,5.0,5,3,4,4.0,3.0,2.0,1.0,1,1,2,3,4,5,5,5,,5.0,4,4.0,5.0,3,4,3,1,2,5,4,5,4,4,3.0,2.0,4.0,1.0,4.0,,5,4,4,5,4,5,78.57,100.0,58.33,20.0,12.5,87.5,77.5,77.5,78.09,64.4,0,0
520,Change Fatigued,Full-time employed,Manufacturing,Team Lead / Supervisor,6 to 10 years,Fewer than 50,25 to 34,Other,"No, never",Often (4 to 6 times),"Yes, clearly and in detail",No training received,2.3,3,2.0,3.0,1,3,5,2.0,4.0,Wait for formal instructions before using it,Poor infrastructure / tools,3,3,3,3.0,3.0,2,2,2,3.0,3.0,5.0,5.0,2,1,3,3,4,2,3,2,2.0,2.0,2,3.0,2.0,4,3,3,3,4,2,3,3,4,4,4.0,5.0,3.0,3.0,4.0,4.0,3,3,3,3,3,3,53.57,19.83,58.33,50.0,100.0,43.75,47.61,52.5,49.54,49.92,1,0
521,Change Fatigued,Full-time employed,Consulting,Senior Manager / Director,Less than 2 years,50 to 200,55 and above,Male,"No, never",Constantly (more than 6 times),"Yes, but only in general terms",Informal / self-directed learning only,0.7,4,3.0,4.0,1,5,4,3.0,2.0,Raise a concern with my manager about the lack of preparation,Lack of leadership support,2,3,4,3.0,3.0,3,3,3,3.0,4.0,5.0,4.0,4,3,3,3,3,2,2,3,3.0,2.0,3,3.0,2.0,3,2,2,3,2,3,3,3,3,4,4.0,3.0,3.0,3.0,3.0,4.0,3,2,3,2,3,3,50.0,24.33,33.33,60.0,87.5,37.5,14.19,50.0,37.18,42.45,0,0
522,Cautious Pragmatist,Full-time employed,IT / Technology,Team Lead / Supervisor,11 to 15 years,"More than 10,000",45 to 54,Male,"Yes, only once or twice",Never,"No, but it is rumoured / informally discussed",No training received,187.2,3,3.0,3.0,1,3,4,5.0,2.0,Ask a colleague for help before trying it,Lack of time,3,3,4,3.0,3.0,3,3,3,2.0,4.0,2.0,2.0,2,2,2,4,4,3,2,2,2.0,2.0,3,3.0,2.0,4,3,2,3,2,3,4,3,3,3,4.0,3.0,4.0,3.0,3.0,4.0,3,5,4,4,3,4,60.71,19.83,50.0,40.0,25.0,56.25,54.28,55.0,66.55,49.35,0,0
523,Transformation Leader,Full-time employed,Insurance,Senior Manager / Director,6 to 10 years,Fewer than 50,35 to 44,Prefer not to say,"Yes, frequently",Never,"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",9.5,4,4.0,4.0,2,3,1,,4.0,Avoid using it for as long as possible,Lack of time,4,3,4,4.0,4.0,4,3,4,3.0,3.0,2.0,1.0,2,2,2,4,3,5,4,4,4.0,5.0,5,4.0,4.0,4,4,4,1,2,5,5,5,4,4,2.0,3.0,4.0,2.0,4.0,4.0,5,4,4,4,4,4,67.86,72.08,75.0,30.0,12.5,75.0,85.78,85.0,76.1,71.81,1,0
524,Cautious Pragmatist,Full-time employed,Banking & Financial Services,Middle Manager,6 to 10 years,"More than 10,000",45 to 54,Male,"Yes, only once or twice",Rarely (once),"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",,3,4.0,3.0,2,3,4,5.0,1.0,Ask a colleague for help before trying it,Lack of leadership support,4,4,4,3.0,4.0,2,2,2,3.0,3.0,2.0,2.0,3,2,3,2,3,3,3,4,4.0,3.0,4,2.0,2.0,4,4,3,3,3,4,5,4,4,4,2.0,2.0,4.0,,4.0,4.0,3,3,3,3,4,4,60.71,50.46,66.67,35.0,25.0,37.5,61.94,70.0,47.88,40.15,1,0
525,AI Champion,Full-time employed,Banking & Financial Services,C-Suite / Executive,6 to 10 years,"1,001 to 10,000",55 and above,Male,"Yes, frequently",Never,"Yes, clearly and in detail","Yes, structured and ongoing training",21.0,5,5.0,5.0,3,5,1,4.0,2.0,Try to figure it out myself immediately,Distrust of AI accuracy,5,4,5,5.0,,4,4,4,5.0,5.0,1.0,,1,2,2,5,5,4,3,3,4.0,5.0,5,4.0,4.0,5,5,5,1,1,5,5,5,5,4,3.0,3.0,4.0,2.0,3.0,3.0,5,5,4,5,5,5,92.86,58.33,100.0,30.0,12.5,81.25,71.32,97.5,75.6,88.56,1,0
526,Cautious Pragmatist,Full-time employed,IT / Technology,Middle Manager,6 to 10 years,Fewer than 50,55 and above,Male,"No, never",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",No training received,2.2,3,3.0,2.0,1,3,2,4.0,,Ask a colleague for help before trying it,Lack of time,4,3,4,3.0,3.0,4,3,3,5.0,4.0,2.0,2.0,2,2,2,2,3,3,3,3,3.0,2.0,2,2.0,3.0,1,3,2,4,3,3,3,3,3,2,3.0,3.0,2.0,4.0,4.0,4.0,3,3,4,3,4,4,53.57,29.75,25.0,35.0,25.0,50.0,42.41,37.5,52.53,60.79,0,0
527,Digital Resister,Currently a student with prior work experience,Healthcare,Middle Manager,More than 15 years,"201 to 1,000",35 to 44,Female,"Yes, only once or twice",Constantly (more than 6 times),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,1.4,2,2.0,1.0,4,2,3,1.0,5.0,Ask a colleague for help before trying it,Distrust of AI accuracy,3,2,1,1.0,1.0,4,4,3,3.0,2.0,4.0,3.0,4,4,5,3,2,1,1,2,3.0,3.0,3,2.0,3.0,2,1,2,5,5,2,2,3,1,1,3.0,3.0,2.0,,3.0,3.0,3,2,3,3,2,3,21.43,6.08,16.67,70.0,62.5,43.75,41.76,15.0,39.85,47.65,0,0
528,Digital Resister,Full-time employed,Banking & Financial Services,C-Suite / Executive,6 to 10 years,"1,001 to 10,000",45 to 54,Male,"No, never",Constantly (more than 6 times),"No, there is no visible AI strategy","Yes, a one-time session or workshop",1.1,2,1.0,2.0,2,5,3,1.0,4.0,Avoid using it for as long as possible,Lack of training,1,1,2,3.0,2.0,3,2,2,2.0,2.0,3.0,2.0,3,3,3,3,3,3,2,2,1.0,2.0,2,2.0,2.0,2,1,3,4,5,1,1,1,1,1,3.0,3.0,2.0,3.0,1.0,3.0,2,2,3,3,2,2,28.57,28.83,25.0,50.0,37.5,37.5,15.08,10.0,28.68,25.23,0,0
529,Change Fatigued,Full-time employed,Consulting,Senior Manager / Director,2 to 5 years,"1,001 to 10,000",35 to 44,Female,"Yes, only once or twice",Often (4 to 6 times),"No, but it is rumoured / informally discussed",No training received,1.7,3,1.0,4.0,1,5,4,3.0,2.0,Ask a colleague for help before trying it,Lack of time,2,2,2,2.0,3.0,2,3,3,3.0,3.0,3.0,4.0,3,3,3,2,2,2,2,2,2.0,2.0,1,3.0,2.0,2,1,2,3,4,4,4,3,3,4,3.0,4.0,2.0,4.0,3.0,3.0,2,2,3,2,2,2,28.57,14.88,16.67,55.0,62.5,37.5,28.26,45.0,37.44,25.4,0,0
530,Cautious Pragmatist,Full-time employed,IT / Technology,Middle Manager,11 to 15 years,"More than 10,000",Under 25,Female,"Yes, occasionally",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",No training received,6.4,3,3.0,5.0,1,2,4,5.0,3.0,Raise a concern with my manager about the lack of preparation,Distrust of AI accuracy,3,3,3,2.0,2.0,2,2,3,5.0,5.0,2.0,3.0,2,3,3,4,3,3,3,2,3.0,2.0,3,3.0,3.0,3,3,3,3,2,3,3,4,4,4,3.0,3.0,3.0,3.0,3.0,2.0,3,3,3,2,4,3,46.43,24.79,50.0,45.0,37.5,43.75,29.5,60.0,47.01,29.16,0,0
531,Change Fatigued,Full-time employed,Manufacturing,Middle Manager,2 to 5 years,"More than 10,000",Under 25,Female,"Yes, only once or twice",Often (4 to 6 times),"No, there is no visible AI strategy",No training received,1.3,3,4.0,2.0,1,4,5,2.0,3.0,Ask a colleague for help before trying it,Lack of leadership support,3,3,3,3.0,3.0,3,3,5,3.0,3.0,4.0,4.0,4,4,4,3,3,3,3,3,3.0,4.0,3,1.0,,4,3,4,3,3,2,2,2,3,3,3.0,2.0,3.0,4.0,2.0,3.0,2,2,3,3,4,4,50.0,29.75,66.67,60.0,75.0,37.5,73.31,47.5,32.84,47.48,1,0
532,Change Fatigued,Currently a student with prior work experience,IT / Technology,Individual Contributor,More than 15 years,"More than 10,000",25 to 34,Male,"No, never",Constantly (more than 6 times),"Yes, clearly and in detail","Yes, a one-time session or workshop",1.8,2,3.0,3.0,1,3,5,2.0,4.0,Avoid using it for as long as possible,Lack of training,3,2,3,3.0,2.0,2,2,2,4.0,4.0,2.0,4.0,3,4,4,3,3,3,3,2,2.0,2.0,3,3.0,,2,1,2,4,4,1,1,2,3,2,4.0,3.0,4.0,3.0,3.0,,3,4,2,2,2,2,42.86,36.04,16.67,65.0,50.0,37.5,10.14,20.0,34.51,29.05,0,0
533,Cautious Pragmatist,Full-time employed,Healthcare,Team Lead / Supervisor,6 to 10 years,"1,001 to 10,000",35 to 44,Male,"No, never",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",2.8,3,3.0,3.0,1,2,3,4.0,5.0,Try to figure it out myself immediately,Lack of leadership support,3,3,4,3.0,4.0,4,3,4,3.0,3.0,2.0,3.0,3,2,2,3,3,3,3,3,4.0,2.0,3,3.0,3.0,3,3,3,2,3,3,3,3,3,4,2.0,3.0,3.0,2.0,3.0,3.0,2,2,4,2,3,3,57.14,50.0,50.0,35.0,37.5,50.0,48.83,55.0,47.62,56.34,0,0
534,Cautious Pragmatist,Self-employed / Business owner,Consulting,C-Suite / Executive,2 to 5 years,Fewer than 50,45 to 54,Female,"Yes, only once or twice",Often (4 to 6 times),"Yes, but only in general terms","Yes, a one-time session or workshop",10.7,4,3.0,4.0,1,4,5,2.0,3.0,Try to figure it out myself immediately,Distrust of AI accuracy,5,4,5,3.0,4.0,4,4,4,3.0,4.0,3.0,3.0,3,3,3,4,4,2,3,3,2.0,3.0,3,4.0,3.0,3,4,3,2,2,3,4,4,3,4,3.0,2.0,3.0,4.0,3.0,3.0,3,4,3,4,4,4,78.57,36.04,58.33,45.0,50.0,62.5,34.38,65.0,63.2,68.01,0,0
535,AI Champion,Self-employed / Business owner,Banking & Financial Services,Individual Contributor,Less than 2 years,"1,001 to 10,000",Under 25,Female,"Yes, frequently",Rarely (once),"Yes, but only in general terms","Yes, structured and ongoing training",13.5,5,5.0,5.0,3,4,2,5.0,1.0,Try to figure it out myself immediately,No real barrier / fully ready,3,4,4,4.0,4.0,5,4,4,4.0,5.0,2.0,1.0,2,1,2,4,4,5,5,5,4.0,4.0,4,3.0,3.0,5,5,4,1,1,5,5,5,5,5,3.0,3.0,4.0,1.0,4.0,3.0,4,4,5,5,4,5,71.43,100.0,91.67,30.0,12.5,75.0,96.5,97.5,74.13,54.19,1,0
536,Transformation Leader,Full-time employed,Government / Public Sector,Senior Manager / Director,2 to 5 years,"1,001 to 10,000",25 to 34,Male,"Yes, occasionally",Constantly (more than 6 times),"Yes, clearly and in detail",Informal / self-directed learning only,8.2,3,4.0,3.0,2,3,1,5.0,4.0,Raise a concern with my manager about the lack of preparation,No real barrier / fully ready,4,4,5,4.0,4.0,4,4,5,5.0,4.0,3.0,,2,2,3,3,3,4,4,3,4.0,4.0,4,,3.0,3,4,3,1,3,4,4,5,3,3,1.0,2.0,5.0,2.0,4.0,5.0,5,4,5,5,5,4,71.43,48.67,58.33,25.0,62.5,81.25,69.84,67.5,82.11,83.45,1,0
537,Cautious Pragmatist,Full-time employed,Retail & E-commerce,Middle Manager,6 to 10 years,"201 to 1,000",45 to 54,Male,"Yes, frequently",Often (4 to 6 times),"Yes, clearly and in detail",No training received,3.1,4,2.0,5.0,1,2,3,5.0,4.0,Try to figure it out myself immediately,Distrust of AI accuracy,3,2,2,3.0,3.0,3,3,4,3.0,3.0,4.0,3.0,2,3,3,4,4,2,3,2,4.0,4.0,4,2.0,3.0,2,2,3,2,2,3,3,3,5,5,3.0,3.0,3.0,3.0,3.0,4.0,3,4,3,3,4,3,50.0,19.83,33.33,45.0,62.5,43.75,79.25,60.0,48.38,38.19,0,0
538,Transformation Leader,Currently a student with prior work experience,Retail & E-commerce,Team Lead / Supervisor,Less than 2 years,"1,001 to 10,000",25 to 34,Male,"Yes, occasionally",Rarely (once),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,11.0,4,4.0,5.0,2,4,1,5.0,3.0,Raise a concern with my manager about the lack of preparation,No real barrier / fully ready,4,4,4,3.0,3.0,5,4,3,4.0,4.0,3.0,3.0,2,2,1,3,3,3,3,3,5.0,5.0,4,4.0,4.0,3,3,3,1,2,5,5,5,5,5,2.0,2.0,5.0,2.0,3.0,4.0,5,5,4,4,4,5,60.71,36.5,50.0,20.0,50.0,75.0,60.88,82.5,73.33,63.74,1,0
539,Transformation Leader,Part-time employed,Manufacturing,C-Suite / Executive,More than 15 years,"201 to 1,000",35 to 44,Male,"Yes, frequently",Constantly (more than 6 times),"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",6.3,4,5.0,5.0,1,2,3,5.0,4.0,Ask a colleague for help before trying it,Lack of time,4,5,4,4.0,5.0,3,3,3,5.0,5.0,4.0,4.0,1,1,1,3,3,3,4,4,3.0,3.0,4,5.0,5.0,4,5,5,2,3,4,4,4,4,4,1.0,2.0,4.0,2.0,3.0,4.0,4,4,4,5,5,4,75.0,57.67,91.67,5.0,75.0,93.75,85.71,77.5,80.19,62.77,0,0
540,Change Fatigued,Full-time employed,Banking & Financial Services,Team Lead / Supervisor,6 to 10 years,"1,001 to 10,000",25 to 34,Female,"Yes, occasionally",Constantly (more than 6 times),"No, but it is rumoured / informally discussed",No training received,1.5,2,1.0,3.0,1,5,4,3.0,2.0,Wait for formal instructions before using it,Lack of leadership support,1,2,2,2.0,2.0,4,4,4,4.0,4.0,5.0,5.0,3,4,3,4,3,1,1,1,1.0,1.0,1,3.0,2.0,2,2,2,3,3,2,2,2,2,2,4.0,3.0,2.0,4.0,2.0,2.0,2,1,3,3,2,3,32.14,0.0,25.0,60.0,100.0,43.75,70.82,30.0,33.49,8.16,1,0
541,Digital Resister,Full-time employed,Manufacturing,Team Lead / Supervisor,11 to 15 years,"1,001 to 10,000",,,"Yes, occasionally",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",No training received,1.0,2,2.0,3.0,2,3,4,1.0,5.0,Avoid using it for as long as possible,Poor infrastructure / tools,3,1,2,2.0,2.0,2,2,2,4.0,3.0,4.0,4.0,5,4,4,4,2,2,2,3,2.0,1.0,1,3.0,3.0,2,2,1,3,3,2,2,2,2,2,4.0,,3.0,3.0,4.0,3.0,3,3,1,2,2,3,32.14,19.83,16.67,80.0,75.0,31.25,24.63,27.5,34.93,42.22,1,0
542,Cautious Pragmatist,Full-time employed,Insurance,Team Lead / Supervisor,,"1,001 to 10,000",Under 25,Female,"Yes, occasionally",Often (4 to 6 times),"Yes, clearly and in detail",No training received,3.9,4,3.0,3.0,1,5,3,4.0,2.0,Ask a colleague for help before trying it,Distrust of AI accuracy,3,5,4,4.0,3.0,3,4,3,4.0,4.0,3.0,3.0,2,3,2,3,3,2,1,2,3.0,4.0,4,2.0,3.0,4,5,5,2,2,5,4,4,4,3,2.0,2.0,4.0,3.0,3.0,2.0,3,3,3,3,4,5,64.29,9.92,91.67,30.0,50.0,43.75,76.24,80.0,43.48,59.48,1,0
543,Change Fatigued,Full-time employed,Manufacturing,Individual Contributor,2 to 5 years,"201 to 1,000",35 to 44,Female,"No, never",Often (4 to 6 times),"No, there is no visible AI strategy",No training received,4.1,3,2.0,,1,3,4,2.0,5.0,Ask a colleague for help before trying it,Poor infrastructure / tools,2,3,3,3.0,3.0,1,1,2,3.0,3.0,4.0,4.0,4,4,4,3,3,3,3,3,2.0,3.0,3,2.0,2.0,2,2,2,5,5,3,4,3,2,3,3.0,2.0,4.0,2.0,2.0,3.0,3,3,3,3,3,3,46.43,29.75,25.0,60.0,75.0,37.5,27.65,32.5,40.55,33.2,0,0
544,Digital Resister,Full-time employed,,Team Lead / Supervisor,2 to 5 years,50 to 200,25 to 34,Female,"Yes, occasionally",Often (4 to 6 times),"No, there is no visible AI strategy",Informal / self-directed learning only,1.1,2,2.0,2.0,2,5,4,1.0,3.0,Avoid using it for as long as possible,Fear of job loss,1,2,2,2.0,3.0,3,3,2,2.0,3.0,4.0,3.0,4,4,4,1,1,1,1,1,2.0,2.0,3,1.0,1.0,2,2,1,3,4,1,3,1,2,2,4.0,4.0,1.0,4.0,2.0,2.0,2,1,2,2,3,2,17.86,0.0,16.67,75.0,62.5,12.5,22.12,22.5,15.34,21.02,0,0
545,Transformation Leader,Full-time employed,Manufacturing,Middle Manager,6 to 10 years,"1,001 to 10,000",Under 25,Male,"Yes, occasionally",Rarely (once),"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",3.5,5,5.0,3.0,2,3,1,5.0,4.0,Try to figure it out myself immediately,No real barrier / fully ready,5,5,5,4.0,3.0,5,5,5,5.0,5.0,2.0,2.0,2,2,1,3,4,4,4,3,3.0,3.0,3,4.0,3.0,5,4,4,2,1,5,5,5,5,4,3.0,2.0,4.0,2.0,4.0,5.0,3,4,4,4,5,5,78.57,66.67,83.33,25.0,25.0,68.75,100.0,90.0,69.42,81.23,1,0
546,Cautious Pragmatist,Full-time employed,Insurance,C-Suite / Executive,6 to 10 years,"201 to 1,000",25 to 34,Male,"Yes, only once or twice",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,1.4,3,3.0,3.0,1,2,3,5.0,4.0,Try to figure it out myself immediately,Lack of time,3,4,3,3.0,3.0,3,3,4,4.0,4.0,2.0,3.0,2,2,1,3,2,3,3,3,4.0,4.0,4,3.0,3.0,3,4,4,4,3,4,4,4,4,3,,4.0,3.0,4.0,5.0,4.0,3,4,3,3,4,4,50.0,36.5,66.67,40.0,37.5,50.0,87.01,62.5,53.18,51.5,0,0
547,Cautious Pragmatist,Full-time employed,Manufacturing,Middle Manager,2 to 5 years,"More than 10,000",55 and above,Male,"Yes, only once or twice",Never,"No, but it is rumoured / informally discussed",Informal / self-directed learning only,24.3,3,2.0,4.0,2,4,3,5.0,1.0,Wait for formal instructions before using it,Distrust of AI accuracy,3,3,3,4.0,3.0,4,3,4,2.0,3.0,3.0,3.0,3,2,3,4,3,4,4,4,4.0,3.0,3,4.0,4.0,3,3,2,3,2,4,4,4,4,4,2.0,4.0,1.0,4.0,3.0,3.0,3,3,2,4,3,3,57.14,54.75,41.67,45.0,50.0,62.5,30.43,62.5,65.81,51.91,0,0
548,AI Champion,Full-time employed,IT / Technology,Middle Manager,11 to 15 years,"More than 10,000",35 to 44,Male,"Yes, frequently",Never,"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",7.9,4,4.0,5.0,2,4,1,5.0,3.0,Ask a colleague for help before trying it,Poor infrastructure / tools,3,4,2,5.0,5.0,4,4,4,4.0,3.0,2.0,1.0,2,2,2,4,3,4,4,3,5.0,5.0,5,5.0,3.0,4,5,4,1,1,5,5,4,4,5,1.0,1.0,4.0,3.0,5.0,5.0,4,4,5,5,5,5,67.86,66.67,83.33,15.0,12.5,87.5,71.31,90.0,88.5,74.3,1,0
549,Change Fatigued,Not currently employed,Government / Public Sector,Senior Manager / Director,11 to 15 years,,25 to 34,Male,"No, never",Constantly (more than 6 times),,No training received,6.9,2,2.0,3.0,1,3,5,4.0,2.0,Wait for formal instructions before using it,Lack of training,4,3,3,3.0,3.0,3,2,3,3.0,2.0,4.0,5.0,4,4,4,2,2,2,2,2,3.0,2.0,3,2.0,,4,3,2,3,4,3,3,4,2,3,3.0,3.0,2.0,4.0,2.0,3.0,3,3,3,2,2,3,46.43,14.88,50.0,65.0,87.5,31.25,40.24,47.5,40.78,43.71,0,0
550,Cautious Pragmatist,Full-time employed,IT / Technology,Senior Manager / Director,2 to 5 years,"201 to 1,000",,Male,"Yes, frequently",Often (4 to 6 times),"Yes, but only in general terms",No training received,3.1,4,3.0,4.0,2,5,3,4.0,1.0,Avoid using it for as long as possible,Lack of time,3,4,3,2.0,2.0,4,3,4,3.0,3.0,2.0,2.0,3,3,2,3,3,3,2,2,3.0,3.0,3,2.0,2.0,4,4,5,3,3,4,5,4,4,4,4.0,4.0,3.0,3.0,3.0,3.0,2,3,3,3,4,4,46.43,19.83,83.33,55.0,25.0,37.5,100.0,75.0,41.72,36.77,0,0
551,Cautious Pragmatist,Not currently employed,Consulting,Team Lead / Supervisor,More than 15 years,"More than 10,000",45 to 54,Male,"Yes, occasionally",Never,"No, but it is rumoured / informally discussed",No training received,2.0,2,3.0,2.0,1,4,3,,,Try to figure it out myself immediately,Fear of job loss,3,3,3,3.0,3.0,3,3,3,3.0,3.0,2.0,2.0,2,2,2,4,3,2,2,2,1.0,3.0,2,3.0,3.0,3,3,3,3,2,2,2,2,2,2,2.0,2.0,3.0,3.0,4.0,4.0,3,4,4,5,3,4,53.57,14.88,50.0,25.0,25.0,68.75,71.1,40.0,61.92,63.8,1,0
552,Transformation Leader,Full-time employed,Manufacturing,C-Suite / Executive,2 to 5 years,Fewer than 50,45 to 54,Male,"Yes, frequently",Never,"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",7.8,4,4.0,3.0,2,3,1,5.0,4.0,Ask a colleague for help before trying it,Lack of training,4,4,4,5.0,4.0,3,4,3,5.0,5.0,1.0,1.0,1,1,1,3,4,4,4,3,4.0,4.0,4,4.0,4.0,4,3,3,2,2,4,4,4,4,3,3.0,2.0,3.0,3.0,3.0,4.0,4,4,4,4,4,5,75.0,57.67,58.33,15.0,0.0,75.0,96.28,67.5,71.73,71.42,1,0
553,Transformation Leader,Currently a student with prior work experience,Insurance,Middle Manager,6 to 10 years,"1,001 to 10,000",55 and above,,"Yes, frequently",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",12.3,4,3.0,4.0,1,4,3,5.0,2.0,Raise a concern with my manager about the lack of preparation,Lack of leadership support,4,4,3,5.0,4.0,5,5,5,3.0,4.0,1.0,1.0,2,3,2,5,4,5,4,5,3.0,3.0,2,4.0,4.0,4,5,3,3,1,5,4,5,4,4,1.0,2.0,3.0,3.0,4.0,3.0,3,3,4,4,4,5,78.57,79.29,75.0,25.0,0.0,75.0,69.97,80.0,73.67,75.33,1,0
554,Digital Resister,Part-time employed,,Individual Contributor,11 to 15 years,"More than 10,000",35 to 44,Female,"No, never",Rarely (once),"No, there is no visible AI strategy",No training received,1.2,2,3.0,1.0,2,4,3,1.0,5.0,Raise a concern with my manager about the lack of preparation,Lack of leadership support,3,2,3,3.0,3.0,2,3,3,3.0,4.0,3.0,3.0,4,5,5,2,3,1,2,2,1.0,1.0,2,2.0,2.0,2,2,2,4,4,2,2,2,1,1,5.0,4.0,3.0,3.0,2.0,1.0,2,1,3,2,2,5,42.86,9.92,25.0,90.0,50.0,31.25,16.56,20.0,22.45,22.36,0,1
